label,message
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
ham,IÂÃÃ·m going to try for 2 months ha ha only joking
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,I will see in half an hour
ham,Ok... I din get ur msg...
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,Did you try making another butt.
ham,K..k:)how about your training process?
ham,"Sorry, I'll call later"
ham,Ok. No wahala. Just remember that a friend in need ...
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Yes. Nigh you cant aha.
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,i can call in  &lt;#&gt;  min if thats ok
ham,Got smaller capacity one? Quite ex...
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Give one miss from that number please
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,"Come to mu, we're sorting out our narcotics situation"
ham,So when do you wanna gym?
ham,Its a part of checking IQ
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
ham,Serious? What like proper tongued her
ham,Is xy going 4 e lunch?
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,How will I creep on you now? ;_;
ham,We're finally ready fyi
ham,Get ready to put on your excellent sub face :)
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,Sorry da. I gone mad so many pending works what to do.
ham,Am not interested to do like that.
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
ham,Were trying to find a Chinese food place around here
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,Fine. Do you remember me.
ham,Sleeping nt feeling well
ham,The hair cream has not been shipped.
ham,ELLO BABE U OK?
ham,"Mostly sports type..lyk footbl,crckt.."
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,Pls come quick cant bare this.
ham,Am i that much dirty fellow?
ham,Go chase after her and run her over while she's crossing the street
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,No plm i will come da. On the way.
ham,Hope you are having a great day.
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,Is that seriously how you spell his name?
ham,Ok cool. See ya then.
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,Carlos says we can pick up from him later so yeah we're set
ham,On ma way to school. Can you pls send me ashley's number
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,"ItÂÃÃ·s Ã¥Â£6 to get in, is that ok?"
ham,Please tell me not all of my car keys are in your purse
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,Ffffffffff. Alright no way I can meet up with you sooner?
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,Lol great now im getting hungry.
ham,You sure your neighbors didnt pick it up
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,You can never do NOTHING
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,Good night my dear.. Sleepwell&amp;Take care
ham,In meeting da. I will call you
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham,I was gonna ask you lol but i think its at 7
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,PS U no ur a grown up now right?
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,Lol yeah at this point I guess not
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,:( but your not here....
ham,say thanks2. 
ham,Lil fever:) now fine:)
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
ham,make that 3! 4 fucks sake?! x
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Mum not going robinson already.
ham,Not to worry. I'm sure you'll get it.
ham,You will be in the place of that man
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,Good night my dear.. Sleepwell&amp;Take care
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,Pls go there today  &lt;#&gt; . I dont want any excuses
ham,Even if he my friend he is a priest call him now
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
ham,Dad says hurry the hell up
ham,No. Did you multimedia message them or e-mail?
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,Yo guess what I just dropped
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,"Well, I meant as opposed to my drunken night of before"
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,"Damn, poor zac doesn't stand a chance"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,Fuck babe ... What happened to you ? How come you never came back?
ham,Good words.... But words may leave u in dismay many times.
ham,I wont do anything de.
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
ham,I'm meeting Darren...
ham,Aah bless! How's your arm?
ham,What happen dear. Why you silent. I am tensed
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,I wonder if you'll get this text?
ham,Hi:)cts employee how are you?
ham,What is your record for one night? :)
ham,I hope your pee burns tonite.
ham,Oh is it? Send me the address
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Hey tmr maybe can meet you at yck
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,What you doing?how are you?
ham,Lovely smell on this bus and it ain't tobacco... 
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham,U calling me right? Call my hand phone...
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,Old Orchard near univ. How about you?
ham,Dunno y u ask me.
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,Why nothing. Ok anyway give me treat
ham,I dont thnk its a wrong calling between us
ham,Or remind me in a few hrs.
ham,Hey now am free you can call me.
ham,Did u see what I posted on your Facebook?
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,Havent.
ham,Forgot to tell Ã_ smth.. Can Ã_ like number the sections so that it's clearer..
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Yes! How is a pretty lady like you single?
ham,I will see in half an hour
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Studying. But i.ll be free next weekend.
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,So u gonna get deus ex?
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,How much i gave to you. Morning.
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,Hi good mornin.. Thanku wish u d same..
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,Once free call me sir. I am waiting for you.
ham,Except theres a chick with huge boobs.
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
ham,Remember to ask alex about his pizza
ham,"That's the trouble with classes that go well - you're due a dodgey one ÂÃ_ Expecting mine tomo! See you for recovery, same time, same place "
ham,PICK UR FONE UP NOW U DUMB?
ham,What Today-sunday..sunday is holiday..so no work..
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,Just got up. have to be out of the room very soon. ÂÃ_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,And how's your husband.
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,"K so am I, how much for an 8th? Fifty?"
ham,You're right I have now that I think about it
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,I cant pick the phone right now. Pls send a message
ham,All will come alive.better correct any good looking figure there itself..
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,I thought slide is enough.
ham,Just do what ever is easier for you
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
ham,Blank is Blank. But wat is blank? Lol
ham,Do well :)all will for little time. Thing of good times ahead:
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,Did you stitch his trouser
ham,Aight well keep me informed
ham,When did i use soc... I use it only at home... ÃÃ dunno how 2 type it in word ar...
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
ham,Ok try to do week end course in coimbatore.
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,Have your lunch and come quickly and open the door:)
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
ham,You can jot down things you want to remember later.
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,Ok u can take me shopping when u get paid =D
ham,Understand. his loss is my gain :) so do you work? School?
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Yo we are watching a movie on netflix
ham,When Ã_ login dat time... Dad fetching Ã_ home now?
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,Hows the street where the end of library walk is?
ham,have you ever had one foot before?
ham,"And very importantly, all we discuss is between u and i only."
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,Yeah we do totes. When u wanna?
ham,I not free today i haf 2 pick my parents up tonite...
ham,"Aight, can you text me the address?"
ham,Discussed with your mother ah?
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Me fine..absolutly fine
ham,Nan sonathaya soladha. Why boss?
ham,What r u cooking me for dinner?
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,Got c... I lazy to type... I forgot Ã_ in lect... I saw a pouch but like not v nice...
ham,R u in this continent?
ham,So when you gonna get rimac access 
ham,What your plan for pongal?
ham,Good evening! this is roger. How are you?
ham,What happen to her tell the truth
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,Ok
ham,No need to ke qi... ÃÃ too bored izzit y suddenly thk of this...
ham,at bruce b downs &amp; fletcher now
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Yup... Ok i go home look at the timings then i msg Ã_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
ham,U still painting ur wall?
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham,Lmao you know me so well...
ham,How much u trying to get?
ham,"Aight, sounds good. When do you want me to come down?"
ham,Only saturday and sunday holiday so its very difficult:)
ham,I am waiting for your call sir.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Watching telugu movie..wat abt u?
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ÂÃ_
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,If you're thinking of lifting me one then no.
ham,Your dad is back in ph?
ham,Why you Dint come with us.
ham,Yup ok thanx...
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
ham,Dad went out oredi... 
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,"Okay, good, no problem, and thanx!"
ham,Are you going to wipro interview today?
ham,"Aight, I'll ask a few of my roommates"
ham,Even my brother is not like to speak with me. They treat me like aids patent.
ham,"Trust me. Even if isn't there, its there."
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,"Ok omw now, you at castor?"
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,"Aight yo, dats straight dogg"
ham,Boy you best get yo ass out here quick
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,Tell them no need to investigate about me anywhere.
ham,No current and food here. I am alone also
ham,Thanx 4 sending me home...
ham,I'm in office now da:)where are you?
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,Beerage?
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
ham,You flippin your shit yet?
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,When you are big..| God will bring success.
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,Am in gobi arts college
ham,Ok no prob... I'll come after lunch then...
ham,U havenÃ¥Ãt lost me ill always b here 4u.i didnÃ¥Ãt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatÃ¥Ãs what itried2tell urmom.i careabout u
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,There bold 2  &lt;#&gt; . Is that yours
ham,And you! Will expect you whenever you text! Hope all goes well tomo 
ham,What time you coming down later? 
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,Ok... Help me ask if she's working tmr a not?
ham,Nope... C Ã_ then...
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Yup ok...
ham,No da. . Vijay going to talk in jaya tv
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham,Is fujitsu s series lifebook good?
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,"Alright we're hooked up, where you guys at"
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham,"IÃ¥Ãm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,What is the plural of the noun research?
ham,I asked sen to come chennai and search for job.
ham,DO NOT B LATE LOVE MUM
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,"Babe, I'm back ... Come back to me ..."
ham,I know that my friend already told that.
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,"Doing nothing, then u not having dinner w us?"
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,Oops. 4 got that bit.
ham,In that case I guess I'll see you at campus lodge
ham,"Arms fine, how's Cardiff and uni? "
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,Havent shopping now lor i juz arrive only
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham,Ok thanx... Take care then...
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ã_ r done.
ham,"that would be good ÂÃ_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,I asked you to call him now ok
ham,Just haven't decided where yet eh ?
ham,Yun ah.now Ã_ wkg where?btw if Ã_ go nus sc. ÃÃ wana specialise in wad?
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,Dont know you bring some food
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,K I'll be there before 4.
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,Go fool dont cheat others ok
ham,Happy new year to u too!
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,Sen told that he is going to join his uncle finance in cbe
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Friends that u can stay on fb chat with
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,She doesnt need any test.
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
ham,Does uncle timi help in clearing cars
ham,Hi' Test on  &lt;#&gt; rd ....
ham,She went to attend another two rounds today..but still did't reach home..
ham,K..u also dont msg or reply to his msg..
ham,Do you like shaking your booty on the dance floor?
ham,No that just means you have a fat head
ham,You still at grand prix?
ham,I am in hospital da. . I will return home in evening
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,It vl bcum more difficult..
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,I'm gonna rip out my uterus.
ham,Your brother is a genius
ham,Ok...
ham,So lets make it saturday or monday as per convenience.
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,I think steyn surely get one wicket:)
ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,All e best 4 ur exam later.
ham,Missing you too.pray inshah allah
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
